OBJECTID,GlobalID,Name,Latitude,Longitude,Activity,Description,Website,Notes,Category,County,Record Type,TrailID,Registered,Trail Activity,Format,Grade,Difficulty,Trail Type,Length in Km,Time To Complete,Location Network,DogsAllowedOriginal,Dogs Allowed,Ascent Metres,WalksScheme,ManagementOrganisation,ExternalLinks,NearestTownStart,NearestTownFinish,StartPoint,FinishPoint,WaymarkingDescription,Facilities,GridRefStart,GridRefFinish,MapGuides,OSiMaps,PublicTransport,Comment,DataOwner,sourceglobalid,TrailHeadType,x,y
64145,5893da5e-c051-4e44-8a5a-4eedcf8aec4c,Aughris Head Walk Secondary Trailhead,54.26997586,-8.756766787,Walking,"The newly extended and redeveloped Aughris Coastal Walk is one of the most spectacular walks in Sligo, and indeed anywhere along the Wild Atlantic Way. It is also relatively flat, and at just 6km, it is one that will appeal to all members of the family, and to those looking for a gentle looped walk along a clearly marked path, along with a mix of great coastal views!",https://www.sportireland.ie/outdoors/walking/trails/aughris-head-walk,,leisure & recreation,Sligo,Trail,1548,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,6,1 hour 30 minutes,Beach Bar,No,No,20,Yes,Sligo Walks Committee,,Dromore West,Dromore West,Parking Area at Aughris Pier,Parking Area at Aughris Pier,Red arrows,"At trailhead: Car parking, beach bar and restaurant",G 50771 36187,G 50771 36187,,Discovery Series Sheet 25,,,Sport Ireland,b2b3e222-91b4-4af8-83ed-c5f21e16a9ea,Secondary,-8.756766787,54.26997586
64146,9f799b0a-3e29-4ff4-839d-8cdb27cd19b7,Lyracrompane Mass Path Secondary Trailhead,52.34968181,-9.493583757,Walking,This loop takes you on path along by the Smearlagh River at the edge of the woods and back via a public road. The river features waterfalls and a man made weir and there are fine views of green fields and river scenery.,https://www.sportireland.ie/outdoors/walking/trails/lyracrompane-mass-path,,leisure & recreation,Kerry,Trail,602,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,6.4,1 hour 30 minutes,"At the rear of the community centre entering the forest
.",On a lead,Yes,60,No,Lyracrompane Community Development,,Listowel,Listowel,Four Elms Bar,Four Elms Bar,Green arrow on white background,"In Listowel: All services
At trailhead: Car parking, pub",Q 976 212,Q 976 212,,Discovery Series Sheet 71,,,Sport Ireland,e276db0c-2afc-418a-9e19-9af4008c46bb,Secondary,-9.493583757,52.34968181
64147,6e617a9d-be34-4bab-8d0c-8e404b7fc9a4,St Declan's Way Secondary Trailhead,52.37412944,-7.926155112,Walking,,https://www.sportireland.ie/outdoors/walking/trails/st-declans-way,"The majority (85%) of this trail is graded Moderate, however the section over the Knockmealdown Mountains (the remaining 15% of the total route) is graded Strenuous.
PLEASE NOTE: There is currently a diversion in place along St Declan’s Way diverting walkers away from the Licky River. Update 19/10/23 - Please note, the footbridge over the Licky River has been washed away by the recent strom. Please follow the diversion signs provided.",leisure & recreation,"Tipperary, Waterford",Trail,1560,Yes,Walking,Linear,Moderate,Moderate,Pilgrim Path,115,6 days,Cahir,No,No,,Yes,St Declan's Way Management Committee,,Cashel,Ardmore,Rock of Cashel Car Park,St Declan's Monastery in Ardmore,Blue arrow on white background,"In Cashel: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation 
At Cashel Trailhead: Car parking
In Ardmore: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation
At Ardmore Trailhead: Car parking",S 075 409,X 188 774,,Discovery Series Sheets 66. 74. 81 and 82,"Bus services available at Cashel, Cahir, Ardfinnan, Lismore, Cappoquin, Ardmore
Train services available at Cahir","Some of the property traversed by St Declan’s Way is private property. Access is available by kind permission of all the landowners/holders on the route. It is understood that persons entering do so by permission with consent of the landowner and no matter how often they enter, or in what numbers, they do not do so as a right. As further evidence of the permissive nature of the access, the route will be closed on the second Thursday in December of each year in agreement with the landowners/holders. Nothing in this notice shall impact or address any pre-existing public rights of way.",Sport Ireland,3665aef5-97f7-4f7f-ac50-d7d9dbe4df40,Secondary,-7.926155112,52.37412944
64148,dad2436b-7114-4e70-9c3f-77c322877556,St Declan's Way Secondary Trailhead,52.30952488,-7.882047499,Walking,,https://www.sportireland.ie/outdoors/walking/trails/st-declans-way,"The majority (85%) of this trail is graded Moderate, however the section over the Knockmealdown Mountains (the remaining 15% of the total route) is graded Strenuous.
PLEASE NOTE: There is currently a diversion in place along St Declan’s Way diverting walkers away from the Licky River. Update 19/10/23 - Please note, the footbridge over the Licky River has been washed away by the recent strom. Please follow the diversion signs provided.",leisure & recreation,"Tipperary, Waterford",Trail,1560,Yes,Walking,Linear,Moderate,Moderate,Pilgrim Path,115,6 days,Ardfinnan,No,No,,Yes,St Declan's Way Management Committee,,Cashel,Ardmore,Rock of Cashel Car Park,St Declan's Monastery in Ardmore,Blue arrow on white background,"In Cashel: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation 
At Cashel Trailhead: Car parking
In Ardmore: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation
At Ardmore Trailhead: Car parking",S 075 409,X 188 774,,Discovery Series Sheets 66. 74. 81 and 82,"Bus services available at Cashel, Cahir, Ardfinnan, Lismore, Cappoquin, Ardmore
Train services available at Cahir","Some of the property traversed by St Declan’s Way is private property. Access is available by kind permission of all the landowners/holders on the route. It is understood that persons entering do so by permission with consent of the landowner and no matter how often they enter, or in what numbers, they do not do so as a right. As further evidence of the permissive nature of the access, the route will be closed on the second Thursday in December of each year in agreement with the landowners/holders. Nothing in this notice shall impact or address any pre-existing public rights of way.",Sport Ireland,3665aef5-97f7-4f7f-ac50-d7d9dbe4df40,Secondary,-7.882047499,52.30952488
64149,77e05060-f9c0-409d-8464-44e74c4d84bd,St Declan's Way Secondary Trailhead,52.18713501,-7.856250738,Walking,,https://www.sportireland.ie/outdoors/walking/trails/st-declans-way,"The majority (85%) of this trail is graded Moderate, however the section over the Knockmealdown Mountains (the remaining 15% of the total route) is graded Strenuous.
PLEASE NOTE: There is currently a diversion in place along St Declan’s Way diverting walkers away from the Licky River. Update 19/10/23 - Please note, the footbridge over the Licky River has been washed away by the recent strom. Please follow the diversion signs provided.",leisure & recreation,"Tipperary, Waterford",Trail,1560,Yes,Walking,Linear,Moderate,Moderate,Pilgrim Path,115,6 days,Mount Melleray Monastery,No,No,,Yes,St Declan's Way Management Committee,,Cashel,Ardmore,Rock of Cashel Car Park,St Declan's Monastery in Ardmore,Blue arrow on white background,"In Cashel: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation 
At Cashel Trailhead: Car parking
In Ardmore: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation
At Ardmore Trailhead: Car parking",S 075 409,X 188 774,,Discovery Series Sheets 66. 74. 81 and 82,"Bus services available at Cashel, Cahir, Ardfinnan, Lismore, Cappoquin, Ardmore
Train services available at Cahir","Some of the property traversed by St Declan’s Way is private property. Access is available by kind permission of all the landowners/holders on the route. It is understood that persons entering do so by permission with consent of the landowner and no matter how often they enter, or in what numbers, they do not do so as a right. As further evidence of the permissive nature of the access, the route will be closed on the second Thursday in December of each year in agreement with the landowners/holders. Nothing in this notice shall impact or address any pre-existing public rights of way.",Sport Ireland,3665aef5-97f7-4f7f-ac50-d7d9dbe4df40,Secondary,-7.856250738,52.18713501
64150,9cd245aa-b781-462d-9460-798e5e14a8f8,St Declan's Way Secondary Trailhead,52.14081795,-7.930549817,Walking,,https://www.sportireland.ie/outdoors/walking/trails/st-declans-way,"The majority (85%) of this trail is graded Moderate, however the section over the Knockmealdown Mountains (the remaining 15% of the total route) is graded Strenuous.
PLEASE NOTE: There is currently a diversion in place along St Declan’s Way diverting walkers away from the Licky River. Update 19/10/23 - Please note, the footbridge over the Licky River has been washed away by the recent strom. Please follow the diversion signs provided.",leisure & recreation,"Tipperary, Waterford",Trail,1560,Yes,Walking,Linear,Moderate,Moderate,Pilgrim Path,115,6 days,Lismore,No,No,,Yes,St Declan's Way Management Committee,,Cashel,Ardmore,Rock of Cashel Car Park,St Declan's Monastery in Ardmore,Blue arrow on white background,"In Cashel: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation 
At Cashel Trailhead: Car parking
In Ardmore: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation
At Ardmore Trailhead: Car parking",S 075 409,X 188 774,,Discovery Series Sheets 66. 74. 81 and 82,"Bus services available at Cashel, Cahir, Ardfinnan, Lismore, Cappoquin, Ardmore
Train services available at Cahir","Some of the property traversed by St Declan’s Way is private property. Access is available by kind permission of all the landowners/holders on the route. It is understood that persons entering do so by permission with consent of the landowner and no matter how often they enter, or in what numbers, they do not do so as a right. As further evidence of the permissive nature of the access, the route will be closed on the second Thursday in December of each year in agreement with the landowners/holders. Nothing in this notice shall impact or address any pre-existing public rights of way.",Sport Ireland,3665aef5-97f7-4f7f-ac50-d7d9dbe4df40,Secondary,-7.930549817,52.14081795
64151,5c8ac7e5-3582-4d82-b8a5-06a3f9fac763,St Declan's Way Secondary Trailhead,52.14664747,-7.849270025,Walking,,https://www.sportireland.ie/outdoors/walking/trails/st-declans-way,"The majority (85%) of this trail is graded Moderate, however the section over the Knockmealdown Mountains (the remaining 15% of the total route) is graded Strenuous.
PLEASE NOTE: There is currently a diversion in place along St Declan’s Way diverting walkers away from the Licky River. Update 19/10/23 - Please note, the footbridge over the Licky River has been washed away by the recent strom. Please follow the diversion signs provided.",leisure & recreation,"Tipperary, Waterford",Trail,1560,Yes,Walking,Linear,Moderate,Moderate,Pilgrim Path,115,6 days,Cappoquin,No,No,,Yes,St Declan's Way Management Committee,,Cashel,Ardmore,Rock of Cashel Car Park,St Declan's Monastery in Ardmore,Blue arrow on white background,"In Cashel: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation 
At Cashel Trailhead: Car parking
In Ardmore: Car parking, shops, restaurants, cafes, takeaways, pubs, accommodation
At Ardmore Trailhead: Car parking",S 075 409,X 188 774,,Discovery Series Sheets 66. 74. 81 and 82,"Bus services available at Cashel, Cahir, Ardfinnan, Lismore, Cappoquin, Ardmore
Train services available at Cahir","Some of the property traversed by St Declan’s Way is private property. Access is available by kind permission of all the landowners/holders on the route. It is understood that persons entering do so by permission with consent of the landowner and no matter how often they enter, or in what numbers, they do not do so as a right. As further evidence of the permissive nature of the access, the route will be closed on the second Thursday in December of each year in agreement with the landowners/holders. Nothing in this notice shall impact or address any pre-existing public rights of way.",Sport Ireland,3665aef5-97f7-4f7f-ac50-d7d9dbe4df40,Secondary,-7.849270025,52.14664747
64152,53dc3fdc-c4a1-41cb-ac04-8182f0824d39,Ballyhoura Way Secondary Trailhead,52.50079,-8.200358333,Walking,"In December 1602, in the wake of the defeat of Gaelic forces at the Battle of Kinsale, Donal Cam O Suilleabhain, the chief of the O'Sullivan clan, was isolated and surrounded by his enemies in his territories in West Cork. He resolved to seek asylum with his ally, O'Rourke of Breifne, and so he gathered his entire clan and set out on a forced march through hostile territory in an attempt to reach O'Rourke's lands in what is today County Leitrim, 500 kilometres to the north. A thousand in all set out, and after many skirmishes with enemies and many severe hardships in the winter weather, only fifteen made it to Leitrim. The terrible journey has become one of Ireland's great epics, and the Ballyhoura Way was laid out along part of the route O'Sullivan took with his clan all those years ago, from St John's Bridge to Limerick Junction. The route crosses four upland stretches, one long one over the Ballyhoura Mountains (highest point Seefin, at 510 metres), two short ones over Benyvoughella Hill and Slievereagh, and then a long traverse on the southern flanks of the Slievenamuck ridge, overlooking the beautiful Glen of Aherlow. The aggregate ascent over the route is just over 1700m, and apart from a few short steep sections there are no significant climbs. Along the way walkers might want to linger at the great Norman castle at Liscarroll, in the pretty villages of Kilfinane, Ballyorgan, Ballylanders and Galbally, or the storied town of Tipperary. The terrain consists mainly of tarmac roads, forestry tracks, and open moorland and field paths. Some of the road sections are busy and should be used with care: some of the upland sections can be very wet. There are not many options for overnight accommodation along the route.
Further detailed can be found at Shannon Trails - Ballyhoura Way",https://www.sportireland.ie/outdoors/walking/trails/ballyhoura-way,,leisure & recreation,"Cork, Limerick, Tipperary",Trail,1,Yes,Walking,Linear,Moderate,Moderate,Long Distance Waymarked Way,95,4 days,Limerick Junction Station,No,No,1560,Yes,Ballyhoura Heritage & Environment CLG,https://visitballyhoura.com/explore/the-ballyhoura-way,Kanturk 7km,Tipperary 5km,St.Johns Bridge,Limerick Junction,Yellow arrow on black background,"Car parking
At Start - John's Bridge
At End - in station car park at Limerick Junction",R 393 098,R 862 385,Map Guide to the Ballyhoura Way - Ballyhoura Failte,"Discovery Series Sheets 66, 73 and 74* (*start + ca 750m on Sheet 72)","At Start: None though Ballyhoura Country Holidays will collect from Charleville bus or rail and transfer At End: Bus to Limerick, Galway, Waterford Check with Bus Eireann.
Rail Check with Iarnrod Eireann.","46 kms or 51% of this trail follows public roads. While these are mostly quiet local roads there are some busy sections and walkers should always take care when on the road.
As with all waymarked trails, the occassional waymarker can be knocked over or dislodged so always carry a map so that you can confirm that you are following the correct route. You may also come across some sections of soft ground along the Way - so a good pair of waterproof boots is the recommended footware.
***Dogs are allowed but must be kept under effective control***",Sport Ireland,631ce36b-68da-4195-968c-fa2461af8815,Secondary,-8.200358333,52.50079
64153,c7739140-b653-4275-8fe7-8977eeae85d0,Glanageenty Loop Secondary Trailhead,52.26951333,-9.544105,Walking,"This loop has a peaceful and tranquil setting where birdlife abounds. It follows forest tracks, riverbank and open country along the Glanageenty River and through woodlands, passing the site of a Desmond Castle. There are glorious vistas of Carrauntoohil, the Gap of Dunloe and Mount Brandon.",https://www.sportireland.ie/outdoors/walking/trails/glanageenty-loop,,leisure & recreation,Kerry,Trail,112,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,4,1 hour 20 minutes,At the barrier,Yes,Yes,170,Yes,Ballymac/Glanageenty Ramblers,,Castleisland,Castleisland,Bernard Collins Memorial Car Park at Glanageenty Wood,Bernard Collins Memorial Car Park at Glanageenty Wood,Green arrow on white background,"Castleisland - car parking, shops, cafes, restaurants, pubs, accommodation
At trailhead - car parking",Q 945 143,Q 945 143,,Discovery Series Sheet 71,None,,Sport Ireland,b1560d82-b2e2-4f71-a69f-6123cac7d119,Secondary,-9.544105,52.26951333
64154,69434660-8e61-487e-abd3-b875b03cb7a4,Glanageenty - Lenihan Loop Secondary Trailhead,52.26954333,-9.544085,Walking,"This loop is very enjoyable, running through forest and along river bank on forest road, track and path, with wonderful variety and some beautiful views of Carrauntoohil, Mount Brandon and Tralee Bay. It is steeped in history, folklore and flora and fauna and offers peace and tranquility.",https://www.sportireland.ie/outdoors/walking/trails/glanageenty-lenihan-loop,,leisure & recreation,Kerry,Trail,653,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,6,2 hours 20 minutes,At the barrier,Yes,Yes,120,Yes,Ballymac/Glanageenty Ramblers,,Castleisland,Castleisland,Bernard Collins Memorial Car Park at Glanageenty Wood,Bernard Collins Memorial Car Park at Glanageenty Wood,Blue arrow on white background,"Castleisland - car parking, shops, cafes, restaurants, pubs, accomodation
At trailhead - car parking",Q 945 143,Q 945 143,,Discovery Series Sheet 71,None,,Sport Ireland,e01a552b-be95-4583-b24f-66fa5c5be5e0,Secondary,-9.544085,52.26954333
64155,1f0af745-1c1e-42d1-be0c-c1a556521870,Glanageenty - Bernard Brothers Loop Secondary Trailhead,52.26954,-9.544093333,Walking,"This loop in a tranquil setting is a hidden gem, following forest tracks, riverbank and open country along the steep sided glen of the Glanageenty River through coniferous and broadleaf woodlands, passing the site of a Desmond Castle and providing a sanctuary and important corridor for wildlife. There are glorious vistas of Carrauntoohil, the Gap of Dunloe, Mount Brandon and Tralee Bay.",https://www.sportireland.ie/outdoors/walking/trails/glanageenty-bernard-brothers-loop,,leisure & recreation,Kerry,Trail,113,Yes,Walking,Loop,Strenuous,Challenging,Walking Trail,9.5,3 hours,At the Barrier,Yes,Yes,215,Yes,Ballymac/Glanageenty Ramblers,,Castleisland,Castleisland,Bernard Collins Memorial Car Park at Glanageenty Wood,Bernard Collins Memorial Car Park at Glanageenty Wood,Purple arrow on white background,"Castleisland - car parking, shops, cafes, restaurants, pubs, accommodation At trailhead - car parking",Q 945 143,Q 945 143,,Discovery Series Sheet 71,None,,Sport Ireland,b22dfe34-6066-4e35-93ba-57dcdd6d79f5,Secondary,-9.544093333,52.26954
64156,3548073e-aea9-4991-82f1-fd89cc92f0af,Lackagh-Knockdoemore Walking Trail Secondary Trailhead,53.36790333,-8.899118333,Walking,This trail offers views southwards towards Sliabh Aughty mountains and westwards to Connemara.,https://www.sportireland.ie/outdoors/walking/trails/lackagh-knockdoemore-walking-trail,,leisure & recreation,Galway,Trail,1569,Yes,Walking,Loop,Easy,Easy,Walking Trail,3.9,45 minutes,Lackagh village,On a lead,Yes,30,No,Cairde Mór CTR,,Lackagh (2.6km) and Claregalway (8.4km),Lackagh (2.6km) and Claregalway (8.4km),GAA Car Park,GAA Car Park,,"In Claregalway: Car parking, supermarkets, restaurants, cafe, take-aways, pubs, hotels
In Lackagh: Car parking, supermarket, cafe, pub
At trailhead: Car parking and toilets",M 392 355,M 392 355,,Discovery Series Sheet 46,Bus,,Sport Ireland,db7b3a32-6c69-49dd-932d-7684e3c455a2,Secondary,-8.899118333,53.36790333
64157,65bf8c0c-f198-48c7-985e-327539b68157,Sheep's Head - Peakeen Ridge Linear Walk Secondary Trailhead,51.56469833,-9.756663333,Walking,This linear walk takes you along the Peakeen Ridge over Caher Mountain between the top of the Goat's Path road and the townland of Letter West. The route provides stunning views over both coastlines of the Sheep's Head Peninsula. This walk rises to 328 metres and includes some steep climbs and descents.,https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-peakeen-ridge-linear-walk,,leisure & recreation,Cork,Trail,44,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,6,2 hours,At the Black Gate - Litir,No,No,258,No,Sheep’s Head Way Limited,,Kilcrohane,Kilcrohane,The Alice West Centre,Car Park at the top of The Goat's Path,Black arrow,At Start: Car parking In car park at top of pass At End: Space for a few cars to park at the Black Gate,V 783 361,V 815 395,,Discovery Series Sheet 88,,,Sport Ireland,733b7e73-537d-477c-9acf-854d90b9dd62,Secondary,-9.756663333,51.56469833
64158,7bb386d1-31f7-4f91-96a2-a852f981fa8b,Sheep's Head - Mass Path Secondary Trailhead,51.62406,-9.654556667,Walking,"This walk follows path, minor road and open mountain as it crosses over the ridge from one side of the Sheep's Head Peninsula to the other, rising to a height of just over 200m and giving spectacular views of both Bantry Bay and Dunmanus Bay with the Beara and Mizen Head peninsulas beyond.",https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-mass-path,,leisure & recreation,Cork,Trail,48,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,4.5,2 hours,Carpark at end of trail at Doonore,No,No,224,No,Sheep’s Head Way Limited,,Kilcrohane,Kilcrohane,Dun Oir Car Park,Car Park at Arundel's by the pier in Ahakista,Black arrow and cross on white background,"Car parking, shop, restaurants and accommodation in Kilcrohane
 Car parking at trailhead at start and finish
Car parking, pub and accommodation in Ahakista",V 857 426,V 868 398,,Discovery Series Sheet 88,,,Sport Ireland,69dab494-37a0-4ac9-aa25-39a50a057260,Secondary,-9.654556667,51.62406
64159,32ffbe25-4c42-4a42-a7f8-f72a9bbb390e,Sheep's Head - Mealagh Woods Loop Secondary Trailhead,51.73050833,-9.304423333,Walking,"The Mealagh Woods Loop is a pleasant woodland walk which follows the bank of the Mealagh River and woodland paths, taking in an ancient wedge tomb.",https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-mealagh-woods-loop,,leisure & recreation,Cork,Trail,659,Yes,Walking,Loop,Easy,Easy,Walking Trail,3,1 hour 15 minutes,Turning left off the tarred road,Under effective control,Yes,60,No,Sheep’s Head Way Limited,,Bantry,Bantry,Car Park at Barnagowlanes,Car Park at Barnagowlanes,Orange arrows,"Car parking, shops, public houses, accommodation, cafes/restaurants, etc. in Bantry",W 099 532,W 099 532,,Discovery Series Sheet 85,,"Well behaved dogs are welcome, but please keep them on a lead near the river so as not to disturb otters. If they soil the path, please kick their droppings to one side.",Sport Ireland,f0aeb6d1-d49f-4954-8878-4ec3df5eba41,Secondary,-9.304423333,51.73050833
64160,33ce850e-4a28-414d-9846-63103041c647,Sheep's Head - Drimoleague Heritage Trail Secondary Trailhead,51.67254167,-9.26125,Walking,,https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-drimoleague-heritage-trail,,leisure & recreation,Cork,Trail,380,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,5.2,1 hour 30 minutes,At Ahanafunsion Bridge,Yes,Yes,135,No,Drimoleague Walkways Committee,,Drimoleague,,,,Purple arrow,,,,,Discovery Series Sheets 85 and 89,,,Sport Ireland,515d630b-c6c4-4635-b5b6-cf4d5f8f76c0,Secondary,-9.26125,51.67254167
64161,b8782709-c830-46bb-ad99-2aa0e72650a9,Sheep's Head - Deelish Cascades Walk (Drimoleague) Secondary Trailhead,51.672555,-9.261258333,Walking,"This walk follows the old mass path along the banks of the Ilen River before joining a quiet road leading to Ahanafunsion bridge amenity area, passing cascades, cliffs, patchwork field systems, a huge river bend in the form of an ox bow and some archaeological features with possibly the sight of a dipper or otter and other wildlife.",https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-deelish-cascades-walk-drimoleague,,leisure & recreation,Cork,Trail,454,Yes,Walking,Linear,Easy,Easy,Walking Trail,3.1,60 mins,At Ahanafunsion Bridge,No,No,,No,Drimoleague Walkways Committee,,Drimoleague,,Castledonovan Bridge Car Park,Castledonovan Bridge Car Park,Green arrow,,W 113 493,W 113 493,A Guide to the Sheep's Head Way Eastern Routes incorporating Drimoleague Heritage Walkways / Sli Dhuchais Dhrom da liag,Discovery Series Sheets 85 and 89,,,Sport Ireland,cc166249-b128-4bd4-8ea7-a22ccf12125c,Secondary,-9.261258333,51.672555
64162,da668bfa-3773-4a53-8b53-5a8e46df9f4e,Slí An Earagail - Sli Dhun na nGall Secondary Trailhead,55.13699167,-8.289315,Walking,"Slí an Earagail is a section of the 280km Slí Dhún na nGall that covers a Gaeltacht area of west County Donegal: in Gaeltacht areas Gaelic is the primary language. The circular, relatively flat route is named after Errigal mountain (751m), which rises to the east and whose pyramidic, grey-streaked quartzite cone is a presence frequently visible along the route, even from the coastal stretches. It is a richly varied route through landscapes that represent the best in Donegal scenery, including a promenade through moorland just under Errigal, spectacular island-scattered Atlantic sea coast and stretches beside two beautiful lakes, Lough Nacung and Lough Dunlewy. The terrain consists of coastal paths (some rough), forestry tracks, bog roads and mainly quiet public roads. Total aggregate ascent over the entire route is 720m. There are plenty of accommodation options along the route, including the towns of Falcarragh, Derrybeg, Bunbeg and Gweedore, from which there is a 4.5 km connection to another of the Donegal walks, Sli na Rosann, by way of a link that is partly on a busy road. There are in addition two island €˜spurs' that are well worth including - one on the rugged and rocky, legend-rich island of Tory, and the other on the tiny green island of Gola. Both islands are accessible by ferry during the summer months.",https://www.sportireland.ie/outdoors/walking/trails/sli-an-earagail-sli-dhun-na-ngall,,leisure & recreation,Donegal,Trail,12,Yes,Walking,Loop,Moderate,Moderate,Long Distance Waymarked Way,77,,On R257 at Bun na Leaca,,,,No,Donegal County Council/Udaras na Gaeltachta,,Bunbeg,Bunbeg,Dunlewy,Dunlewy,Yellow arrow on black background,"Car parking
At Start - in Visitor Centre car park at Dunlewy
At End - in Visitor Centre car park in Dunlewy",B 923 198,B 923 198,Bealach na Gaeltachta Sli Dhun na Gall Sli an Earagail - Udaras na Gaeltachta,Discovery Series Sheet 1,,,Sport Ireland,76b5fade-1420-45fe-aba8-c5a00e936f7c,Secondary,-8.289315,55.13699167
64163,032b661a-fdd7-4558-8327-5ed05e14072e,Slí An Earagail - Sli Dhun na nGall Secondary Trailhead,55.13560333,-8.103805,Walking,"Slí an Earagail is a section of the 280km Slí Dhún na nGall that covers a Gaeltacht area of west County Donegal: in Gaeltacht areas Gaelic is the primary language. The circular, relatively flat route is named after Errigal mountain (751m), which rises to the east and whose pyramidic, grey-streaked quartzite cone is a presence frequently visible along the route, even from the coastal stretches. It is a richly varied route through landscapes that represent the best in Donegal scenery, including a promenade through moorland just under Errigal, spectacular island-scattered Atlantic sea coast and stretches beside two beautiful lakes, Lough Nacung and Lough Dunlewy. The terrain consists of coastal paths (some rough), forestry tracks, bog roads and mainly quiet public roads. Total aggregate ascent over the entire route is 720m. There are plenty of accommodation options along the route, including the towns of Falcarragh, Derrybeg, Bunbeg and Gweedore, from which there is a 4.5 km connection to another of the Donegal walks, Sli na Rosann, by way of a link that is partly on a busy road. There are in addition two island €˜spurs' that are well worth including - one on the rugged and rocky, legend-rich island of Tory, and the other on the tiny green island of Gola. Both islands are accessible by ferry during the summer months.",https://www.sportireland.ie/outdoors/walking/trails/sli-an-earagail-sli-dhun-na-ngall,,leisure & recreation,Donegal,Trail,12,Yes,Walking,Loop,Moderate,Moderate,Long Distance Waymarked Way,77,,Falcarragh carpark,,,,No,Donegal County Council/Udaras na Gaeltachta,,Bunbeg,Bunbeg,Dunlewy,Dunlewy,Yellow arrow on black background,"Car parking
At Start - in Visitor Centre car park at Dunlewy
At End - in Visitor Centre car park in Dunlewy",B 923 198,B 923 198,Bealach na Gaeltachta Sli Dhun na Gall Sli an Earagail - Udaras na Gaeltachta,Discovery Series Sheet 1,,,Sport Ireland,76b5fade-1420-45fe-aba8-c5a00e936f7c,Secondary,-8.103805,55.13560333
64164,1a0b7bdc-ba02-419d-b061-fa135fcfdb21,Slí Na Rosann - Sli Dhun na nGall Secondary Trailhead,55.024355,-8.261726667,Walking,"Part of the 280km Slí Dhún na nGall, Slí na Rosann is a 65km circular route covering an area called the Rosses, which lies between the western outliers of the Derryveagh Mountains and the much indented Atlantic coast in west County Donegal. It is a wonderfully scenic, rock-strewn landscape scattered with more than a hundred lakes, which make it a mecca for anglers. Slí na Rosann brings walkers through this dramatic and often harsh landscape, passing on its way through the town of Dungloe and the villages of Crolly, Maghery and Burtonport. Terrain on the Slí consists mainly of boreens, some open ground which can be very wet, and quiet country roads that rise and fall as they cross open country. There are also, however, some busier roads which carry fast-moving traffic, so care is needed. Some sections of the route, particularly that between Maghery and Crolly are quite remote and little overnight accommodation is available. The total aggregate ascent over the entire route is 770 metres, with no significant climbs. The route connects from the village of Crolly with another of the Donegal walks, Slí an Earagail, by way of a 4.5 km link that is partly on a busy road. There is also a 22 km link from Crovehy on the route, via the village of Doochary, to Slí na Finne with an aggregate ascent of 550 metres: the link is on side roads, forest and bog roads and open moorland, which is often very wet. Among the many offshore islands visible from Slí na Rosann is the island of Aran, which is accessible by ferry from Burtonport all year round, and a 15 km walking route, Slí Arainn Mhór, circles the island on roads and bog roads.",https://www.sportireland.ie/outdoors/walking/trails/sli-na-rosann-sli-dhun-na-ngall,,leisure & recreation,Donegal,Trail,15,Yes,Walking,Loop,Moderate,Moderate,Long Distance Waymarked Way,65,,Croithlí,,,,No,Donegal County Council/Udaras na Gaeltachta,,Dungloe,Dungloe,Dungloe,Dungloe,Yellow arrow on black background,Car parking At Start/Finish - on street in Dungloe,B 769 114,B 769 114,Bealach na Gaeltachta Sli Dhun na Gall Sli na Rosann - Udaras na Gaeltachta,Discovery Series Sheet 1,,,Sport Ireland,b3b25f70-c833-47b0-9faf-2e54c0f4383a,Secondary,-8.261726667,55.024355
